C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_45_882.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_45_882.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_45_882.jpg,0,0,0,2.145003E-05
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_45_946.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_45_946.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_45_946.jpg,0,0,0,1.178149E-05
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_46_019.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_46_019.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_46_019.jpg,0,0,0,6.790301E-06
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_46_100.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_46_100.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_46_100.jpg,0,0,0,4.94914E-07
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_46_166.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_46_166.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_46_166.jpg,0,0,0,9.848012E-06
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_46_240.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_46_240.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_46_240.jpg,0,0,0,4.948868E-07
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_46_313.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_46_313.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_46_313.jpg,0,0,0,4.008564E-07
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_46_384.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_46_384.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_46_384.jpg,0,0,0,1.078164E-05
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_46_454.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_46_454.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_46_454.jpg,0,0,0,5.857817E-06
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_46_535.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_46_535.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_46_535.jpg,0,0,0,8.470922E-06
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_46_617.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_46_617.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_46_617.jpg,0,0,0,4.909855E-06
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_46_704.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_46_704.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_46_704.jpg,0,0,0,2.072411E-06
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_46_770.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_46_770.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_46_770.jpg,0,0,0,3.371117E-07
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_46_842.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_46_842.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_46_842.jpg,0,0,0,2.189365E-05
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_46_921.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_46_921.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_46_921.jpg,0,0,0,7.121116E-06
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_46_997.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_46_997.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_46_997.jpg,0,0,0,4.55133E-06
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_47_078.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_47_078.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_47_078.jpg,0,0,0,2.540922E-05
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_47_153.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_47_153.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_47_153.jpg,0,0.106773,0,0.09901712
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_47_228.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_47_228.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_47_228.jpg,0,0.106773,0,0.1516551
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_47_305.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_47_305.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_47_305.jpg,0,0.106773,0,0.2629486
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_47_379.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_47_379.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_47_379.jpg,0,0.1694352,0,0.3864373
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_47_453.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_47_453.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_47_453.jpg,0,0.3900672,0,0.6520378
C:\Users\Administrator\Desktop\car_data\IMG\center_2019_12_20_14_55_47_633.jpg,C:\Users\Administrator\Desktop\car_data\IMG\left_2019_12_20_14_55_47_633.jpg,C:\Users\Administrator\Desktop\car_data\IMG\right_2019_12_20_14_55_47_633.jpg,0,0.9200358,0,2.296665
